"id","idn","sim"
5561902,1179490,0.80263156
6423027,385614,0.82758623
6419546,6727,0.8292683
786335,10042,0.8767123
9941,9940,1
1086397,612441,0.8666667
1056466,1031014,0.8125
689278,58823,0.8532609
313193,5439,0.8030303
6524,6523,1
576945,575459,0.877551
578821,575459,0.8979592
2069724,1200787,0.8863636
7042586,1871827,0.8148148
3311380,10073,0.95057034
2792085,1195572,0.8695652
1843848,1600951,0.8135593
3350781,1095009,0.8979592
10234,10233,1
2629386,12699,0.8918919
1197229,1197213,0.9
6507,6506,1
9786,9785,1
656641,504479,0.8181818
969769,12748,0.81578946
5244805,508875,0.83076924
961277,664842,0.84177214
570547,311142,0.8428571
1582461,12686,0.8780488
218317,6636,0.83870965
680858,6636,0.824
4591226,194488,0.8770492
5446,5445,1
961276,756353,0.8040541
9773,9772,1
6633055,9921,0.85507244
10212,10211,1
5596887,91668,0.8051948
3284969,107662,0.8076923
793428,308998,0.8678414
109480,71525,0.8227848
2629381,12713,0.875
6313290,1271156,0.8490566
4581033,195588,0.8494624
1239256,1235711,0.81640625
5296,5295,1
661242,5295,0.8333333
1194181,5295,0.8333333
9762,6547,1
475930,397888,0.83076924
6129334,512667,0.84246576
2190513,1194974,0.85106385
656362,397888,0.8196721
1200003,397888,0.9137931
1695693,397888,0.8548387
1224441,812280,0.8181818
1220485,570425,0.8333333
2816780,6427,0.88
4564055,1193166,0.8095238
5333618,1193166,0.875
914304,529316,0.8742138
3776633,3737054,0.83168316
807810,349803,0.8227848
1210038,349803,0.85350317
5912089,349803,0.84076434
1543771,516840,0.85775864
6022309,1396497,0.875
3069269,3027478,0.81474483
3115326,3027478,0.8708415
5350012,398060,0.8382353
1761265,1653413,0.8508065
321242,268872,0.88324875
6415579,398060,0.90909094
504806,311032,0.88073397
2708905,966962,0.8090909
10073,6922,0.9653846
3311380,6922,0.9459459
19746,9610,0.8305085
611486,521641,0.8873239
2066639,1197412,0.8064516
4252305,3949600,0.80263156
98250,6735,0.8181818
10170,10169,1
2944479,595748,0.8677686
3307669,386094,0.8333333
7118265,6804506,0.8130081
6437520,9629,0.86585367
1004234,6483,0.8888889
2219033,12706,0.85
4804715,9715,0.87234044
1968400,876988,0.89361703
3010335,9474,0.8684211
4988031,71700,0.8648649
106289,6996,0.80582523
5685842,4031506,0.85714287
6947754,3644552,0.88372093
886321,12780,0.8224299
1567672,6720,0.825
1217099,133431,0.8076923
1209590,1193897,1
289034,44742,0.8893805
1197432,5287,0.85
398097,12704,0.8695652
440072,372359,0.8396947
710157,372359,0.8333333
644394,218325,0.81578946
5084942,2717577,0.86764705
4080476,218325,0.8235294
7121590,339646,0.82051283
1793313,1197437,0.8181818
1107494,1031164,0.85549134
1597752,1195006,0.8909091
1742693,447914,0.8405797
6495,6494,1
1197395,509066,0.8604651
1197529,1077191,0.8974359
2469920,12847,0.875
4962551,582659,0.8537736
5828748,582659,0.8584906
861790,398343,0.82758623
1203129,80346,0.86290324
1085970,835709,1
4144372,2312846,0.84210527
894467,386289,0.828125
4764080,386289,0.892562
4136053,17026,0.8974359
1358490,187703,0.8979592
1963643,1781760,0.8989899
3819452,2921616,0.9
681314,296270,0.86549705
2674562,414326,0.85714287
994729,671009,0.8105263
3502571,1084434,0.8035714
20121,9609,0.84090906
134737,81608,0.8961039
6516,6515,1
661242,5296,0.8333333
2618102,283,0.8888889
1200003,656362,0.86206895
1194181,5296,0.8333333
958478,284973,0.8636364
4224066,1371077,0.9
2258148,1165705,0.8172043
1185648,1173747,0.80246913
1695693,475930,0.875
636780,222423,0.8428571
4188888,475990,0.8111111
9926,282,0.9310345
4083870,1470409,0.875
187703,96119,0.84
1358490,96119,0.8979592
680858,218317,0.89915967
5012162,475990,0.8
4716813,680455,0.85542166
2597139,869833,0.8727273
5291,5290,1
4581746,234610,0.80658436
6433,6432,1
3613744,296347,0.85714287
1003433,995781,0.8095238
1094609,583154,0.88235295
7293,6504,0.8978102
3560178,1125055,0.89908254
1017546,16427,0.8385093
5103934,950465,0.9
226299,221095,0.85714287
671032,496536,0.8235294
1391318,1363015,0.8076923
628011,276051,0.86
1548458,571118,0.8888889
785161,423169,0.8817204
6107153,397696,0.84615386
1785595,1649351,0.8447205
1994057,397741,0.82539684
4118940,359730,0.8333333
496620,496152,0.85106385
372123,309002,0.89830506
5672917,1026375,0.8655462
2199583,2162052,0.84
3490396,1466652,0.9
397888,309002,0.9
475930,309002,0.83076924
1200003,309002,0.8196721
1695693,309002,0.8548387
4869876,2803919,0.8057554
3029492,1531348,0.8
677004,652805,0.84313726
7018982,1673756,0.84210527
1797593,1144593,0.828125
9976,9975,1
1220485,460350,0.8548387
710155,513078,0.8666667
623916,381296,0.8828829
610152,578472,0.8767123
1875021,909710,0.83928573
2490529,563058,0.8032787
690408,652805,0.85294116
406496,274486,0.8141593
1014581,896620,0.8252427
6208675,1098038,0.87234044
2052673,1682684,0.85106385
583069,471400,0.89361703
5036755,1251736,0.8148148
1064403,986983,0.80128205
1268314,991302,0.8803419
1006843,886882,0.8761905
5080234,658587,0.8245614
727053,492955,0.80213904
6596,6595,1
996270,266348,0.8333333
1200004,1072740,0.89320385
3024117,962756,0.8769231
1496320,1469986,0.9
339251,1315,0.9
2908829,1153771,0.8979592
1197419,5355,0.8088235
5725662,793812,0.83898306
1531958,1202833,0.8915663
2195021,1820948,0.84126985
2301476,661091,0.875
2648566,1016873,0.8636364
4261366,411252,0.875
3315302,406775,0.8811881
3455007,1195163,0.875
2657174,1915263,0.8484849
2652541,676762,0.8918919
4242248,1288548,0.8447205
4764080,894467,0.8278689
5012142,1505185,0.8780488
1682775,1412802,0.8918919
2208569,1328401,0.8727273
4393338,275314,0.8469388
1407693,6594,0.8
1084434,1064315,0.8035714
5323,5322,1
3502571,1064315,0.8888889
690408,677004,0.8842105
1148313,1000051,0.8396947
4425466,383095,0.8965517
6461462,820578,0.8869565
4501407,1972816,0.87341774
899403,869881,0.8988764
1514326,1482814,0.8435374
1596337,1345418,0.9
1713242,1345418,0.8301887
1202884,1197749,0.88785046
4062203,112348,0.8
3626593,2217697,0.8181818
832722,5319,0.8372093
7085824,1299509,0.8
919094,797962,0.8214286
5108462,161892,0.84615386
3533527,1505204,0.82051283
1167372,987229,0.8795181
6102331,6083081,0.8333333
2026404,627539,0.84705883
1079781,983323,0.88
2901281,907055,0.8648649
1201416,1194899,0.890625
1366637,1194899,0.88709676
998999,767422,0.8541667
887110,797897,0.8974359
103757,87645,0.8622754
2703950,2276220,0.8518519
3794701,2276220,0.8518519
1820525,1471444,0.8
7062879,1084698,0.8
5317,5316,1
1153534,689116,0.8666667
9954,9953,1
1350145,1217070,0.82
4202585,1232246,0.8666667
5390326,2218840,0.8607595
3455398,5340,0.8947368
4953721,1449828,0.8148148
1859157,1099150,0.875
225333,16254,0.8877551
6496,164,0.82758623
2368783,1968454,0.8958333
2328200,1316155,0.85714287
1469952,164,0.8780488
4484124,4472631,0.8378378
886710,799131,0.84090906
3312090,1496675,0.9
1915263,1371284,0.84375
2657174,1371284,0.8181818
660667,528739,0.877551
6636735,2792085,0.8636364
1393273,602449,0.8913044
1210038,807810,0.80625
5912089,807810,0.8397436
1568406,5164,0.89349115
4124321,2401439,0.81762916
2181304,739598,0.890625
3307094,3010970,0.8125
4076292,9710,0.8655462
1194280,1086055,0.8869565
5716532,2218415,0.9
5721667,2218415,0.86538464
6498838,6283524,0.8924731
2804799,2100793,0.8962264
3159165,6585,0.8947368
3242918,1233592,0.88509315
3951695,1068642,0.8681672
2660537,1897307,0.8202247
6154938,2635452,0.8214286
4192976,2065663,0.8666667
1224441,373855,0.84375
6345309,1206645,0.82298136
5660882,1267691,0.8979592
423169,404756,0.87096775
785161,404756,0.9
6279055,2554848,0.80124223
1600951,9714,0.8947368
1843848,9714,0.8448276
3010124,9714,0.87931037
5057228,4985306,0.85294116
2727321,2388108,0.86206895
2171306,1682127,0.8910506
1233648,894463,0.825
2231138,1748339,0.8695652
3184191,906891,0.82051283
1665894,1345024,0.8064516
3424388,2319420,0.84745765
7062879,1289516,0.84931505
1299616,1144596,0.88235295
2333283,1093755,0.82191783
1465922,1285532,0.84126985
3346422,3159165,0.83870965
4888044,3319296,0.8947368
6216919,3159165,0.82758623
3610574,2057889,0.8888889
6910225,2109232,0.8210526
4776314,1954606,0.84090906
2940540,2601071,0.80701756
4183976,1197484,0.8378378
2831717,2579887,0.828125
2109606,2069787,0.8670886
9805,6548,1
212426,156816,0.8333333
3989030,3714666,0.87261146
6918821,2311380,0.8947368
1243937,1197831,0.8648649
1202883,1197921,0.8252427
4814157,3403168,0.8363636
6504035,6116009,0.85784316
3042810,1999088,0.8730159
6558,6557,1
9690,6543,0.8764045
6567,6566,1
4174754,3551184,0.828125
2610778,2219107,0.85271317
4070736,3155595,0.84615386
3746228,3132105,0.8113208
6088987,1760147,0.85294116
1725669,1709486,0.83870965
1513730,1408815,0.8041237
7018982,1408815,0.8924731
4281807,1194950,0.8
2799508,1197402,0.82051283
1469939,1393258,0.87341774
1214505,1200602,0.88505745
5983217,1220446,0.8450704
4390102,2016156,0.86021507
2484216,2462518,0.8095238
6917981,1425830,0.85987264
2597409,1197438,0.86934674
2985275,1197400,0.81578946
1482743,1438872,0.89534885
2795116,214000,0.84615386
1567672,594649,0.8684211
1465922,1337651,0.84042555
2304992,1709482,0.8863636
1665440,1377869,0.896
2541662,1220296,0.8214286
4892443,2499622,0.8125
3833374,969813,0.89215684
1383899,1362318,0.8453608
3323721,1093769,0.8043478
1565774,1466250,0.8780488
2699779,1161168,0.8043478
1357799,1161153,0.80487806
1358677,1197464,0.8258427
2052814,1197464,0.83898306
2537108,2190419,0.8956044
1691915,1228202,0.8333333
1919743,1888847,0.8125
3018975,1678179,0.89855075
1430934,1328640,0.8948949
4079565,1377877,0.8965517
5277319,2690674,0.8902439
6527229,1471433,0.82608694
3362522,3047695,0.81666666
1240436,1197945,0.8986486
3933625,2748473,0.88
6539682,2748473,0.8627451
3858233,2756358,0.8301887
1876381,996491,0.8666667
5606414,3715376,0.86206895
3885662,3014727,0.8488372
3899886,3893978,0.8095238
1768358,1713618,0.80487806
3060807,1588884,0.8
2367200,996255,0.8035714
3710400,2065862,0.8108108
3961326,3512161,0.8220859
2588438,1471425,0.875
2283448,1763756,0.85263157
6594,5348,0.84
1407693,5348,0.8
5991182,1548912,0.8448276
2965744,1413944,0.84375
2231877,1980932,0.87636364
2016237,1200062,0.8263889
4270225,3745230,0.80597013
4247104,1358424,0.8072289
3413555,1584226,0.8816326
1495900,1378094,0.8863636
6409102,1928616,0.8898305
2293447,1870628,0.87096775
1408425,1284284,0.88785046
1466729,1284284,0.8773585
3833058,1173970,0.8243243
1320137,1314216,0.86290324
3812541,1314216,0.84126985
4171030,1378094,0.8306878
1601029,1482746,0.84615386
4585061,4326397,0.8771499
5824229,1310520,0.8913044
4350077,4327019,0.8947368
2861595,1645337,0.8333333
6260369,266,0.8245614
2970414,1815150,0.8135593
1089530,1079734,0.8965517
3294628,1466416,0.88135594
2117936,2104834,0.8717949
2350097,1568358,0.8492063
2001282,1738916,0.88461536
2052814,1358677,0.88150287
3605678,3551261,0.87341774
2611042,1695475,0.8636364
2817325,1695475,0.88372093
1548912,39889,0.875
4371180,1358928,0.83536583
1747464,1691721,0.8558559
2299330,1763754,0.890625
2053251,1772875,0.88235295
1649351,1518817,0.82857144
3640320,1496641,0.8235294
5054024,4928521,0.85714287
1784837,1488290,0.8235294
578821,576945,0.8958333
2315557,2312425,0.8208955
2516281,2312425,0.8358209
5991182,39889,0.89285713
2311380,2310393,0.8148148
1557162,1250296,0.8961039
4538619,3636321,0.8148148
3858184,1829567,0.8037383
1539215,1379320,0.8321168
2567696,2158659,0.84210527
2214327,1972567,0.8032787
3333241,1195557,0.8666667
1285295,1202878,0.8888889
3710386,3307271,0.877193
2279034,1901945,0.8543046
2304936,1901945,0.8791946
1440289,1376735,0.87096775
2309653,2219524,0.8561151
3925085,3871395,0.85714287
4165863,3107010,0.8108108
2610993,1916196,0.8181818
1462029,1376700,0.88819873
4371683,4354519,0.8111111
1901945,1721226,0.89115644
4045960,3715915,0.82857144
2279034,1721226,0.84415585
2304936,1721226,0.85620916
3123702,1200037,0.8974359
2258124,2011351,0.83
6594047,3303809,0.8484849
2478319,2223663,0.85714287
289152,267509,0.8611111
4696043,2043220,0.8372093
1324710,1194382,0.8695652
5067226,1989702,0.82631576
2310667,1687259,0.82
4144377,1197492,0.8636364
2262280,1430271,0.8679245
6873400,1834039,0.89361703
1968733,1876109,0.85915494
3915873,6556,0.83516484
3989890,1938403,0.87341774
1868017,1784884,0.8968254
3776555,3684597,0.8039216
5098577,3312045,0.87058824
1645296,1582458,0.89719623
3972298,3970768,0.8947368
6235264,5790595,0.8913044
1906044,1905776,0.88
2172441,1905776,0.84415585
2171607,2163438,0.8685567
1673756,1513730,0.85106385
7018982,1513730,0.86170214
5350082,2201008,0.8811881
5786864,1967828,0.84931505
3911931,1919199,0.87356323
2904728,2895413,0.8541667
3640188,2895413,0.82608694
4236146,2241588,0.84
6155659,1937222,0.82608694
4122923,4115433,0.82
4219929,4115433,0.84
4237203,4115433,0.8541667
1760735,1513734,0.8324022
6316725,6298414,0.8597786
5099436,2855138,0.84745765
2625115,2011654,0.8730159
5513494,3111194,0.825
3006269,2804705,0.84810126
5301981,2716686,0.88235295
1430934,1199331,0.80966765
1200594,1194168,0.95238096
3894467,2656921,0.82608694
3962430,2656921,0.82608694
2862500,1776515,0.896
3111287,2813742,0.81914896
3213504,1802146,0.83157897
2666978,2592675,0.9
4140938,4132323,0.844898
1726328,1682862,0.875
2276220,2075035,0.8867925
2703950,2075035,0.8148148
3794701,2075035,0.8148148
2270937,1964776,0.8378378
3009794,2605765,0.83272725
3521905,2605765,0.81040895
2096003,1964789,0.85714287
3370648,2816831,0.8488372
2576085,1964789,0.88235295
5572771,5453746,0.84745765
2011351,1988484,0.82198954
2162542,1988484,0.8369565
5031714,4339982,0.8127854
5048142,4339982,0.8300971
1409429,1379207,0.8961039
4247104,4153279,0.8072289
5135129,3967568,0.84
6423027,3218538,0.8347826
2567405,2030909,0.9
3001573,2962826,0.8695652
3829341,3028327,0.8947368
2140253,1991445,0.8194444
2516580,2400119,0.8333333
2410009,2320022,0.89224136
4398745,2922122,0.80864197
4170599,983077,0.85393256
2304936,2279034,0.82165605
2958781,2958582,0.8
3853882,3512705,0.85507244
1366637,1201416,0.84615386
6590118,6588714,0.8695652
3570595,3438316,0.832
6818210,2649118,0.84375
3311028,3248168,0.8333333
7014809,3248168,0.8674699
4281872,4231945,0.84415585
6018123,2703775,0.8333333
3924686,2163302,0.875
5953210,2690449,0.8181818
398440,6560,0.8169014
2817325,2611042,0.8863636
1285532,1275147,0.8310502
3464173,3307669,0.86170214
2816831,2733787,0.84705883
5819372,3307669,0.8125
3743198,3351481,0.8367347
3370648,2733787,0.82222223
3517482,3472286,0.88135594
2967467,1897342,0.8305085
5386922,4860859,0.8
4660912,1905761,0.89344263
5859970,5452863,0.8674699
4412816,4183520,0.875
5089826,2257907,0.8130841
2499271,2166599,0.83035713
3001359,2761794,0.8076923
2453125,2452775,0.8556701
12490,1446,0.8626761
6478142,5452863,0.8255814
2917223,2712589,0.81395346
3502852,3038911,0.89285713
3159285,2712589,0.85897434
3049899,2596250,0.88235295
3213542,2172407,0.8636364
2783130,2554578,0.83111113
3556472,2554578,0.8
5996066,4702469,0.88461536
2790841,2713082,0.8052805
5721172,2350507,0.8452381
3015105,2127933,0.82945734
2306669,2306136,0.9
2699613,2405179,0.82258064
2514481,2312427,0.8125
3024297,2670526,0.83809525
4246416,2197585,0.8787879
3853883,2676043,0.8113208
4317234,3096254,0.8164557
4590949,2114965,0.86923075
4564659,4083774,0.84615386
2516281,2315557,0.8358209
7075989,6922954,0.85714287
5333174,2542125,0.8787879
2773856,2056044,0.8525641
2537073,1883719,0.85
3210499,2829942,0.85915494
2711838,2360273,0.8796296
2673533,2657465,0.875
6111734,2461613,0.82653064
4224066,3175921,0.82608694
2214979,1816586,0.82758623
4183976,3596147,0.8378378
4536937,2296373,0.86206895
3714656,3537906,0.8712446
6427676,2922086,0.8039216
3201268,2647837,0.85294116
4115351,2647837,0.8235294
1227768,1227250,0.8125
4928521,4903326,0.80921054
5054024,4903326,0.84827584
3811686,3213755,0.8767123
6908532,3024929,0.8055556
2584601,2208504,0.85714287
3255730,2580199,0.8333333
2283466,2279111,0.8556701
3459319,3227808,0.8064516
3619174,3551230,0.8227848
4567590,3724913,0.8235294
1194903,1194187,0.8507463
3640188,2904728,0.8043478
5981981,5904404,0.8
2729514,2490612,0.8181818
3358522,2490612,0.8
5466045,4344339,0.8218391
5301158,4924674,0.8869048
3302155,3249917,0.89634144
5999542,5449040,0.8333333
3333881,2761124,0.89041096
2738796,2391572,0.88235295
6873415,3294537,0.8623188
4800164,3009794,0.8181818
2787845,2413621,0.84
2491082,2329350,0.8695652
4908035,4782202,0.8405797
7046551,2708290,0.8978102
2401097,2310692,0.8779343
6585806,1901201,0.84713376
3556472,2783130,0.83856505
3358522,2729514,0.8333333
3845353,2584222,0.84615386
3513634,2958638,0.8245614
6864485,6572035,0.8153846
5922026,2462512,0.86206895
3551173,2409175,0.84782606
3256297,3111174,0.8695652
5062745,3370646,0.88235295
4206615,3319873,0.85714287
3214029,3144743,0.8666667
5506329,3836565,0.878125
1413428,1404931,0.8396947
5734022,3319873,0.85714287
3417891,3181163,0.85
4643346,2816787,0.88535035
3951695,3736658,0.8232044
5952945,5930698,0.8103448
3395745,2078726,0.8827586
1523004,9839,0.85714287
4473558,4336207,0.8041958
2913305,2732030,0.89285713
6364392,2732030,0.8111111
6689942,5408086,0.8363636
5027838,4901423,0.8627451
3232165,2703100,0.8440367
3468310,3467402,0.82417583
2601581,1627588,0.8372093
2992356,662727,0.8811881
7014809,3311028,0.8902439
4309103,4255436,0.8039216
6457700,4496304,0.8196721
1906962,1905777,0.8627451
5838419,5461920,0.88429755
3658141,3438312,0.8935185
4882370,3821348,0.8076923
6805544,6388894,0.83950615
3310691,3299263,0.85507244
5058194,3903138,0.86567163
4702190,3171504,0.83229816
4153951,3976697,0.82191783
4243473,4102540,0.85987264
5729524,5720159,0.8630137
5981978,5486135,0.8611111
4002766,3684001,0.84810126
7072416,3014752,0.88095236
7094481,6966874,0.8604651
5394646,4110432,0.8645833
6364392,2913305,0.8426966
3341156,3210147,0.8958333
3399618,3256881,0.8918919
5453746,5183662,0.86440676
3613746,3245542,0.9
4336193,4331971,0.82568806
3303385,2905182,0.8962264
6334543,4123792,0.84931505
5572771,5183662,0.84745765
6654199,4653299,0.8817204
4576345,2394745,0.85714287
4545730,3989044,0.8051948
2523423,2367191,0.8767123
4278051,3299233,0.85294116
6910212,4157562,0.82758623
3001985,2930435,0.8724832
4598440,3403842,0.83076924
6457806,3403842,0.8358209
5774383,4657758,0.8076923
4715889,4665079,0.8208955
2486569,2336960,0.83760685
6436568,6422478,1
4084071,3111398,0.86440676
4673732,2584213,0.875
3923508,2817885,0.890625
6690620,662722,0.8153846
7100403,2862003,0.8153846
5557578,2475552,0.8518519
3715553,2861454,0.8918919
4115351,3201268,0.85294116
3963270,3920337,0.84810126
2953979,2100194,0.8984127
5572200,5511178,0.872549
2778394,2567147,0.82978725
4050540,3600766,0.8333333
5567390,4443656,0.8648649
3605453,3463197,0.886076
4308699,3095825,0.8888889
4615704,2905523,0.9
3323724,2862388,0.89534885
4273139,3652728,0.88095236
3762839,3408161,0.84415585
6851973,6385903,0.89320385
4674108,1968478,0.8082192
5342014,4389902,0.89719623
4322077,2963069,0.8032787
4493131,4376140,0.825
4847569,2941745,0.85294116
2998380,2909493,0.8181818
4385197,4290540,0.83870965
5969485,4376140,0.8947368
3715178,3614869,0.8333333
3853897,3252296,0.8684211
4851808,4815220,0.86238533
2405043,2389577,0.8730159
4912223,4716492,0.815534
4183801,4148626,0.8130435
4483478,3251726,0.8367347
6189744,2984048,0.82758623
5639146,3824900,0.80582523
